"","nTrialsWithSaccade","meanSaccades","grandMeanVel","grandMeanDurt","grandMeanAmp","CondShort","subNumber"
"1",19,1.05263157894737,78.8421052631579,18.7631578947368,0.547368421052632,"DW",87
"2",18,1,63.7222222222222,18.8333333333333,0.443333333333333,"IW",87
"3",10,1,72.7,19.2,0.569,"Constant",87
"4",16,1,66.1875,14.875,0.57375,"Single",87
"5",18,1,70.1111111111111,17.8888888888889,0.531111111111111,"DN",87
"6",15,1.13333333333333,85.9666666666667,21.5666666666667,0.666,"IN",87
