Sub_Number,StartTime,EndTime,Duration,StartX,StartY,EndX,EndY,Distance,PeakVelocity
83,4133747.0,4133755.0,9.0,930.1,547.2,950.9,543.4,0.39,48.0
83,4134605.0,4134852.0,248.0,938.8,582.8,934.2,480.8,2.53,762.0
83,4134999.0,4135009.0,11.0,946.8,518.1,967.8,517.2,0.39,40.0
83,4135199.0,4135211.0,13.0,967.7,529.7,929.8,535.8,0.71,66.0
83,4136421.0,4136651.0,231.0,940.2,584.0,886.9,500.7,2.28,842.0
83,4136829.0,4136842.0,14.0,895.9,540.5,942.4,545.0,0.86,78.0
83,4138367.0,4138685.0,319.0,954.6,584.4,1042.2,491.2,2.81,702.0
83,4139112.0,4139145.0,34.0,1040.9,518.4,925.8,532.9,2.14,130.0
83,4139484.0,4139493.0,10.0,923.9,555.5,950.5,549.5,0.51,57.0
83,4140164.0,4140391.0,228.0,942.5,585.3,900.6,489.6,2.49,764.0
83,4140782.0,4140788.0,7.0,904.1,524.0,915.6,527.0,0.22,35.0
83,4142114.0,4142642.0,529.0,931.4,573.6,993.4,471.3,2.78,2101.0
83,4144147.0,4144153.0,7.0,936.3,546.4,948.5,546.7,0.22,36.0
83,4144625.0,4144644.0,20.0,950.0,538.9,918.1,552.3,0.67,78.0
83,4145833.0,4145845.0,13.0,914.6,533.9,949.7,529.7,0.65,61.0
83,4146340.0,4146350.0,11.0,946.8,529.0,920.8,533.8,0.49,51.0
83,4146985.0,4146991.0,7.0,920.4,549.4,932.0,550.2,0.21,36.0
83,4147595.0,4148075.0,481.0,935.6,589.3,921.6,430.3,3.96,771.0
83,4148462.0,4148472.0,11.0,944.3,520.4,929.0,538.5,0.53,55.0
83,4149491.0,4149502.0,12.0,915.3,559.9,946.0,556.1,0.57,55.0
83,4151091.0,4152054.0,964.0,928.6,568.1,1045.7,443.4,3.77,830.0
83,4152188.0,4152201.0,14.0,1005.7,521.4,957.7,510.8,0.92,80.0
83,4152402.0,4152415.0,14.0,957.7,568.2,957.8,536.1,0.79,76.0
83,4154799.0,4155010.0,212.0,985.7,522.7,961.3,475.7,1.25,1326.0
83,4156666.0,4156935.0,270.0,983.3,533.8,994.6,484.4,1.25,946.0
83,4157928.0,4157940.0,13.0,1028.1,535.6,989.8,533.8,0.7,65.0
83,4158455.0,4158691.0,237.0,1017.6,543.2,961.3,506.0,1.38,1363.0
83,4158823.0,4158834.0,12.0,961.7,520.5,934.2,516.9,0.51,48.0
83,4159030.0,4159044.0,15.0,932.1,531.6,974.0,525.1,0.78,62.0
83,4159711.0,4159719.0,9.0,1007.1,523.0,985.3,525.9,0.41,50.0
83,4160290.0,4160576.0,287.0,987.3,553.6,946.0,535.3,0.88,1508.0
83,4160980.0,4160991.0,12.0,1006.3,559.9,979.9,552.7,0.51,49.0
83,4161206.0,4161216.0,11.0,963.0,544.5,987.4,538.0,0.47,49.0
83,4161446.0,4161456.0,11.0,988.3,547.6,963.1,554.2,0.49,50.0
83,4162109.0,4162519.0,411.0,978.7,569.1,951.1,481.5,2.23,778.0
83,4162933.0,4162942.0,10.0,949.7,516.8,968.9,519.4,0.36,40.0
83,4163221.0,4163226.0,6.0,983.3,544.5,996.4,544.4,0.24,45.0
83,4164010.0,4164579.0,570.0,1002.3,589.9,974.4,448.7,3.54,926.0
83,4164714.0,4164727.0,14.0,970.3,531.4,1012.0,518.1,0.83,73.0
83,4164792.0,4164902.0,111.0,1038.9,566.4,-540.3,-67.7,30.15,3270.0
83,4164941.0,4165014.0,74.0,-498.3,-78.1,636.8,-540.3,21.65,2145.0
83,4165164.0,4165240.0,77.0,834.0,-499.9,516.4,-462.7,5.79,2705.0
83,4165351.0,4165374.0,24.0,669.8,-454.1,725.6,-467.4,1.06,70.0
83,4165458.0,4165478.0,21.0,844.8,-508.0,387.8,-419.9,8.47,1058.0
83,4165542.0,4165591.0,50.0,353.2,-488.5,974.2,558.2,27.76,3270.0
83,4165889.0,4166146.0,258.0,992.6,551.8,925.1,494.0,1.89,1346.0
83,4166624.0,4166638.0,15.0,947.9,547.9,993.4,528.7,0.96,80.0
83,4167685.0,4167905.0,221.0,1010.7,578.9,1678.6,1162.6,17.3,2509.0
83,4168013.0,4168032.0,20.0,1670.7,1179.8,1728.9,1221.6,1.25,97.0
83,4168204.0,4168264.0,61.0,1725.0,1221.4,963.6,536.5,19.9,645.0
83,4169042.0,4169058.0,17.0,1010.5,584.4,985.6,544.9,1.07,81.0
83,4169484.0,4169981.0,498.0,982.9,576.4,936.6,435.2,3.61,1478.0
83,4170904.0,4170918.0,15.0,960.7,514.1,973.9,547.2,0.85,72.0
83,4171388.0,4171604.0,217.0,972.8,575.4,947.3,510.7,1.67,1265.0
83,4172216.0,4172226.0,11.0,963.8,552.6,989.6,556.4,0.48,50.0
83,4173504.0,4173710.0,207.0,975.5,603.9,930.7,498.2,2.73,1220.0
83,4174424.0,4174438.0,15.0,946.6,543.8,907.9,549.1,0.72,63.0
83,4174612.0,4174624.0,13.0,915.8,558.7,951.8,545.9,0.73,66.0
83,4175091.0,4175348.0,258.0,965.6,585.0,973.8,473.8,2.76,1156.0
83,4175731.0,4175744.0,14.0,975.2,522.3,935.5,539.6,0.84,77.0
83,4176195.0,4176204.0,10.0,938.2,561.9,910.5,570.1,0.54,62.0
83,4176432.0,4176446.0,15.0,911.7,573.1,955.9,564.8,0.83,70.0
83,4176935.0,4177193.0,259.0,958.8,602.1,545.5,631.0,7.48,777.0
83,4177344.0,4177405.0,62.0,553.6,651.1,1060.1,529.7,9.62,276.0
83,4177842.0,4177855.0,14.0,1047.6,570.2,1000.9,574.5,0.86,77.0
83,4178151.0,4178167.0,17.0,988.7,576.8,932.4,575.4,1.03,88.0
83,4178364.0,4178371.0,8.0,940.4,566.2,951.3,556.6,0.31,40.0
83,4178736.0,4179256.0,521.0,954.5,609.0,1010.5,441.0,4.28,1829.0
83,4179483.0,4179500.0,18.0,1005.7,476.3,940.9,495.6,1.29,97.0
83,4179734.0,4179745.0,12.0,929.1,532.2,962.4,533.9,0.61,60.0
83,4180575.0,4181049.0,475.0,966.2,587.1,992.9,494.4,2.34,2309.0
83,4181334.0,4181344.0,11.0,1021.2,535.4,996.5,539.2,0.46,48.0
83,4182042.0,4182048.0,7.0,974.5,548.7,963.6,555.5,0.26,41.0
83,4182488.0,4182786.0,299.0,968.0,586.2,973.9,486.6,2.46,876.0
83,4183052.0,4183070.0,19.0,975.1,505.1,1016.4,540.6,1.16,83.0
83,4183318.0,4183331.0,14.0,1011.8,555.5,970.0,561.9,0.78,69.0
83,4183864.0,4183873.0,10.0,963.4,569.5,958.7,554.0,0.39,44.0
83,4184705.0,4184715.0,11.0,952.7,533.0,979.8,531.6,0.5,51.0
83,4185013.0,4185025.0,13.0,969.0,543.7,934.9,550.2,0.64,63.0
83,4186349.0,4186763.0,415.0,946.5,561.5,982.4,532.5,0.97,1475.0
83,4187011.0,4187026.0,16.0,972.7,521.0,918.8,532.6,1.03,83.0
83,4187312.0,4187325.0,14.0,920.6,579.7,966.2,575.4,0.84,74.0
83,4188023.0,4188688.0,666.0,978.5,610.9,1047.0,495.5,3.11,2163.0
83,4188819.0,4188831.0,13.0,1037.5,527.5,1005.8,519.4,0.61,54.0
83,4189954.0,4190231.0,278.0,945.4,603.6,945.7,513.3,2.22,661.0
83,4191499.0,4191506.0,8.0,952.5,574.0,962.9,566.9,0.26,36.0
83,4191749.0,4192732.0,984.0,968.6,577.0,994.0,830.6,6.06,749.0
83,4192757.0,4192977.0,221.0,-99.0,-99.0,1192.7,436.1,-99.0,579.0
83,4193110.0,4193133.0,24.0,1130.5,483.7,1017.4,494.9,2.1,138.0
83,4193678.0,4193899.0,222.0,1007.7,598.7,881.5,479.6,3.74,1256.0
83,4194386.0,4194418.0,33.0,894.8,582.4,954.1,719.7,3.48,199.0
83,4194676.0,4195809.0,1134.0,966.6,679.0,971.3,707.9,0.7,199.0
83,4196660.0,4196675.0,16.0,958.5,575.7,1003.6,550.8,1.03,87.0
83,4196847.0,4196860.0,14.0,1002.7,544.8,965.7,549.4,0.69,62.0
83,4197283.0,4197452.0,170.0,998.3,592.1,962.5,511.9,2.08,1224.0
83,4199087.0,4199629.0,543.0,979.7,558.6,920.6,466.3,2.54,2479.0
83,4199726.0,4199736.0,11.0,924.6,486.1,930.4,471.9,0.37,38.0
83,4200459.0,4200467.0,9.0,956.1,516.0,964.8,528.8,0.36,44.0
83,4200981.0,4201485.0,505.0,963.4,561.3,958.1,439.5,3.03,827.0
83,4201656.0,4201669.0,14.0,950.7,464.1,909.4,474.6,0.8,70.0
83,4201875.0,4201889.0,15.0,907.9,501.2,962.7,501.7,1.01,86.0
83,4202777.0,4203108.0,332.0,964.9,558.5,946.6,500.4,1.48,809.0
83,4204017.0,4204033.0,17.0,976.2,509.3,937.8,484.1,0.95,67.0
83,4204468.0,4204477.0,10.0,949.0,489.4,972.5,496.8,0.47,53.0
83,4204922.0,4204931.0,10.0,947.1,490.1,970.8,484.9,0.45,51.0
83,4205613.0,4205623.0,11.0,962.6,507.3,938.8,509.9,0.44,46.0
83,4205960.0,4205967.0,8.0,939.7,520.4,953.8,524.2,0.28,38.0
83,4206513.0,4206799.0,287.0,969.5,558.8,938.2,460.0,2.52,797.0
83,4206928.0,4206939.0,12.0,953.4,475.9,984.7,468.3,0.61,60.0
83,4207388.0,4207402.0,15.0,996.6,510.5,945.2,507.6,0.95,80.0
83,4208420.0,4208673.0,254.0,971.7,560.9,984.5,515.6,1.14,823.0
83,4208827.0,4208841.0,15.0,985.9,521.1,937.9,518.5,0.88,71.0
83,4209135.0,4209146.0,12.0,929.8,532.1,965.0,533.2,0.65,64.0
83,4209493.0,4209499.0,7.0,953.0,549.0,940.6,547.1,0.23,36.0
83,4210174.0,4210698.0,525.0,973.8,582.3,1077.0,469.2,3.38,816.0
83,4210911.0,4210927.0,17.0,1032.6,498.6,977.3,483.6,1.08,91.0
83,4212088.0,4212305.0,218.0,1000.9,614.9,967.4,507.6,2.71,921.0
83,4212854.0,4212865.0,12.0,966.0,541.3,992.7,554.4,0.59,56.0
83,4213478.0,4213488.0,11.0,966.9,567.7,956.0,552.0,0.43,48.0
83,4213897.0,4214661.0,765.0,970.6,617.3,976.9,532.1,2.09,2444.0
83,4215032.0,4215044.0,13.0,997.0,571.4,964.5,555.4,0.71,63.0
83,4215537.0,4215546.0,10.0,973.8,576.5,968.8,561.2,0.39,45.0
83,4215795.0,4216309.0,515.0,977.3,591.9,982.7,525.5,1.64,801.0
83,4216551.0,4216570.0,20.0,993.3,583.3,1021.2,527.6,1.46,113.0
83,4217027.0,4217046.0,20.0,1002.4,569.8,979.6,511.4,1.5,111.0
83,4217885.0,4217898.0,14.0,959.9,526.6,1001.9,516.1,0.81,75.0
83,4218492.0,4218508.0,17.0,1010.9,549.4,952.1,550.5,1.08,82.0
83,4218870.0,4218879.0,10.0,949.2,536.1,971.2,530.1,0.43,48.0
83,4220203.0,4220213.0,11.0,964.7,500.5,981.6,513.6,0.45,48.0
83,4221576.0,4221590.0,15.0,939.0,506.3,974.7,505.3,0.66,47.0
83,4222549.0,4222559.0,11.0,968.4,528.7,951.2,542.3,0.46,48.0
83,4223123.0,4223373.0,251.0,961.8,565.6,908.6,449.0,3.06,1545.0
83,4223636.0,4223648.0,13.0,905.9,477.8,949.2,486.5,0.83,78.0
83,4270401.0,4270436.0,36.0,1198.4,519.9,883.7,546.1,5.78,297.0
83,4271067.0,4271532.0,466.0,932.7,579.0,925.1,494.4,2.1,842.0
83,4272256.0,4272263.0,8.0,958.9,545.3,941.1,549.6,0.34,45.0
83,4272770.0,4272994.0,225.0,964.0,572.4,934.8,518.3,1.44,1329.0
83,4273981.0,4273990.0,10.0,947.7,556.7,931.5,567.4,0.4,45.0
83,4274130.0,4274137.0,8.0,937.5,567.3,945.7,556.1,0.31,41.0
83,4274560.0,4274790.0,231.0,961.2,579.0,941.4,532.4,1.2,892.0
83,4275414.0,4275429.0,16.0,960.5,548.0,904.9,549.3,1.02,81.0
83,4275708.0,4275718.0,11.0,925.1,561.1,962.4,563.8,0.69,72.0
83,4276472.0,4276997.0,526.0,967.2,587.8,1029.2,473.0,3.06,733.0
83,4277339.0,4277355.0,17.0,1049.3,524.6,982.4,529.7,1.23,98.0
83,4278255.0,4278570.0,316.0,971.8,588.8,952.2,567.4,0.64,1173.0
83,4278984.0,4278993.0,10.0,963.4,544.4,961.2,530.0,0.36,40.0
83,4279238.0,4279251.0,14.0,959.7,516.3,920.4,517.0,0.72,61.0
83,4279551.0,4279561.0,11.0,923.8,552.6,944.7,562.4,0.45,48.0
83,4280129.0,4280546.0,418.0,968.3,599.0,977.3,533.4,1.62,1145.0
83,4281278.0,4281290.0,13.0,978.4,556.4,938.7,559.4,0.73,68.0
83,4281976.0,4282562.0,587.0,963.6,598.4,1044.5,521.7,2.4,1084.0
83,4282664.0,4282683.0,20.0,1050.6,537.7,983.7,508.1,1.43,92.0
83,4283003.0,4283022.0,20.0,967.9,540.4,930.7,549.6,0.72,63.0
83,4283820.0,4284156.0,337.0,981.4,593.8,917.0,511.6,2.34,837.0
83,4284649.0,4284659.0,11.0,946.4,547.3,967.6,557.8,0.47,48.0
83,4285758.0,4286010.0,253.0,990.7,592.6,950.3,515.5,2.04,771.0
83,4286141.0,4286150.0,10.0,946.8,533.9,923.9,539.2,0.44,50.0
83,4286401.0,4286415.0,15.0,924.2,545.5,961.4,552.5,0.7,54.0
83,4287556.0,4287889.0,334.0,984.7,591.5,965.1,548.0,1.13,808.0
83,4287991.0,4288004.0,14.0,968.3,560.7,935.4,553.1,0.63,54.0
83,4288220.0,4288234.0,15.0,946.1,556.6,984.2,540.6,0.8,65.0
83,4288534.0,4288575.0,42.0,986.8,553.6,959.0,571.2,0.67,58.0
83,4289462.0,4289664.0,203.0,975.6,605.4,945.9,515.4,2.28,1267.0
83,4291240.0,4291543.0,304.0,978.8,605.9,922.4,530.3,2.12,811.0
83,4291805.0,4291818.0,14.0,948.0,544.6,978.6,551.3,0.58,47.0
83,4292061.0,4292075.0,15.0,987.3,574.2,944.0,572.7,0.79,66.0
83,4293113.0,4293315.0,203.0,960.2,597.7,912.9,524.7,2.0,835.0
83,4295375.0,4295387.0,13.0,954.6,521.5,979.6,530.0,0.5,45.0
83,4295802.0,4295808.0,7.0,981.8,538.8,969.5,539.5,0.23,37.0
83,4296722.0,4297076.0,355.0,966.9,590.4,891.0,550.7,1.69,796.0
83,4297286.0,4297302.0,17.0,899.5,537.6,916.8,509.3,0.77,52.0
83,4298030.0,4298043.0,14.0,934.7,535.5,895.1,544.9,0.76,67.0
83,4298194.0,4298208.0,15.0,896.7,553.9,939.1,562.0,0.8,67.0
83,4298701.0,4298868.0,168.0,963.1,604.2,922.8,562.6,1.26,840.0
83,4299483.0,4299492.0,10.0,941.0,589.4,964.3,589.8,0.42,47.0
83,4302257.0,4302763.0,507.0,970.6,578.4,942.8,491.1,2.22,1654.0
83,4304176.0,4304486.0,311.0,985.5,610.6,987.6,503.0,2.65,1116.0
83,4305049.0,4305068.0,20.0,1025.0,555.3,949.5,556.1,1.38,108.0
83,4305484.0,4305491.0,8.0,961.1,575.1,976.5,573.1,0.29,38.0
83,4306022.0,4306543.0,522.0,980.9,574.2,995.5,476.2,2.44,1378.0
83,4307000.0,4307021.0,22.0,1029.0,536.4,959.0,527.8,1.3,94.0
83,4307311.0,4307319.0,9.0,956.6,534.9,970.2,524.0,0.37,44.0
83,4307842.0,4308173.0,332.0,985.1,551.0,967.4,515.7,0.93,773.0
83,4308292.0,4308310.0,19.0,974.7,531.1,932.8,506.4,0.98,65.0
83,4308853.0,4308871.0,19.0,935.5,537.2,913.9,518.4,0.61,51.0
83,4309246.0,4309258.0,13.0,916.3,524.0,955.4,527.8,0.72,65.0
83,4309622.0,4309952.0,331.0,969.7,557.0,966.0,491.7,1.62,724.0
83,4310447.0,4310463.0,17.0,989.4,531.0,1049.5,523.7,1.12,88.0
83,4310986.0,4311003.0,18.0,1046.0,536.6,982.9,532.8,1.16,94.0
83,4311639.0,4311834.0,196.0,992.0,582.4,937.5,498.4,2.3,804.0
83,4312748.0,4312754.0,7.0,950.8,544.7,963.3,548.6,0.25,39.0
83,4313421.0,4313641.0,221.0,981.0,573.5,941.6,503.0,1.89,1616.0
83,4314202.0,4314209.0,8.0,984.1,543.0,1001.2,542.9,0.31,42.0
83,4314700.0,4314710.0,11.0,982.2,549.7,957.1,549.8,0.46,48.0
83,4315268.0,4315519.0,252.0,955.7,578.8,923.9,480.7,2.5,1607.0
83,4316360.0,4316377.0,18.0,957.2,534.3,955.6,581.3,1.16,87.0
83,4316554.0,4316561.0,8.0,955.0,566.6,960.6,555.3,0.3,40.0
83,4317580.0,4317589.0,10.0,955.8,555.8,977.9,554.2,0.41,46.0
83,4317920.0,4317932.0,13.0,973.8,554.6,936.5,555.3,0.68,61.0
83,4319240.0,4319453.0,214.0,967.1,580.7,929.6,492.8,2.28,1379.0
83,4319930.0,4319939.0,10.0,955.0,565.2,981.6,570.6,0.5,56.0
83,4321001.0,4321268.0,268.0,980.6,583.6,948.8,514.4,1.8,1615.0
83,4322746.0,4322976.0,231.0,982.2,587.1,938.1,509.7,2.07,791.0
83,4323208.0,4323216.0,9.0,940.0,525.3,955.5,525.8,0.28,35.0
83,4323618.0,4323631.0,14.0,978.3,548.2,942.6,553.0,0.66,57.0
83,4323863.0,4323874.0,12.0,938.6,560.3,967.3,557.0,0.53,52.0
83,4324531.0,4324767.0,237.0,972.0,591.3,949.5,532.0,1.52,991.0
83,4325111.0,4325120.0,10.0,968.8,547.2,991.3,547.8,0.41,46.0
83,4325395.0,4325404.0,10.0,997.2,568.1,975.2,565.9,0.41,45.0
83,4326325.0,4326619.0,295.0,987.1,597.1,942.5,505.1,2.41,760.0
83,4327083.0,4327097.0,15.0,967.7,548.2,993.4,560.8,0.56,46.0
83,4327345.0,4327351.0,7.0,985.9,568.1,972.8,563.4,0.27,42.0
83,4330043.0,4330273.0,231.0,985.0,587.0,972.0,569.5,0.49,900.0
83,4330664.0,4330677.0,14.0,979.1,531.1,1008.1,532.1,0.53,43.0
83,4330877.0,4330889.0,13.0,1005.9,544.4,969.3,544.4,0.67,60.0
83,4333832.0,4334099.0,268.0,974.9,599.0,969.6,504.8,2.33,876.0
83,4334585.0,4334600.0,16.0,967.7,549.6,929.6,564.3,0.79,56.0
83,4335564.0,4336181.0,618.0,989.4,591.0,1086.0,433.3,4.3,930.0
83,4336339.0,4336356.0,18.0,1056.2,486.3,987.3,473.9,1.3,91.0
83,4336783.0,4336792.0,10.0,967.2,522.2,941.0,532.4,0.54,61.0
83,4336965.0,4336972.0,8.0,949.4,546.4,967.5,543.9,0.34,45.0
83,4337401.0,4337713.0,313.0,982.2,581.8,945.1,463.5,3.01,1759.0
83,4337878.0,4337894.0,17.0,952.9,490.0,991.5,503.3,0.78,54.0
83,4338359.0,4338374.0,16.0,1019.3,565.5,963.4,568.8,1.02,83.0
83,4338842.0,4338848.0,7.0,967.1,565.9,981.5,563.1,0.27,40.0
83,4339241.0,4339783.0,543.0,973.6,569.6,918.0,504.1,1.91,870.0
83,4339893.0,4339907.0,15.0,911.7,523.3,866.7,518.8,0.83,68.0
83,4340112.0,4340125.0,14.0,884.6,549.2,925.9,550.8,0.76,66.0
83,4341100.0,4341598.0,499.0,961.1,575.6,1054.8,488.3,2.76,668.0
83,4341814.0,4341830.0,17.0,1032.4,515.0,981.7,518.7,0.93,68.0
83,4342064.0,4342080.0,17.0,957.0,546.2,908.9,556.8,0.92,67.0
83,4342422.0,4342433.0,12.0,906.2,571.3,935.1,566.2,0.54,52.0
83,4343233.0,4343242.0,10.0,952.6,555.7,973.2,552.1,0.39,43.0
83,4345019.0,4345251.0,233.0,978.7,577.2,922.1,495.4,2.27,936.0
83,4345369.0,4345383.0,15.0,952.4,503.9,907.3,505.7,0.83,67.0
83,4345608.0,4345619.0,12.0,949.8,523.9,980.7,517.1,0.59,56.0
83,4346700.0,4346924.0,225.0,984.4,578.7,967.0,502.9,1.9,883.0
83,4347037.0,4347050.0,14.0,980.7,506.4,952.2,497.4,0.57,48.0
83,4347300.0,4347312.0,13.0,962.1,512.0,995.2,513.2,0.61,55.0
83,4347966.0,4347976.0,11.0,1007.2,541.7,982.2,543.5,0.46,47.0
83,4348624.0,4348930.0,307.0,960.5,564.9,934.5,514.8,1.33,710.0
83,4349077.0,4349085.0,9.0,952.2,507.9,968.2,505.9,0.3,38.0
83,4349409.0,4349422.0,14.0,1002.2,532.8,963.9,541.2,0.73,62.0
83,4349776.0,4349784.0,9.0,979.6,564.8,958.2,563.3,0.39,48.0
83,4350398.0,4350645.0,248.0,963.8,587.2,919.4,495.8,2.4,855.0
83,4351005.0,4351017.0,13.0,939.5,511.7,970.9,517.0,0.59,53.0
83,4351279.0,4351288.0,10.0,976.7,537.0,958.4,542.7,0.36,41.0
83,4351607.0,4351614.0,8.0,974.6,553.0,991.7,551.9,0.31,42.0
83,4351784.0,4351792.0,9.0,988.7,555.1,967.1,559.0,0.41,48.0
83,4352312.0,4352571.0,260.0,981.5,582.7,932.3,515.9,1.88,881.0
83,4354088.0,4354097.0,10.0,955.9,566.0,977.0,562.2,0.4,45.0
83,4355995.0,4356557.0,563.0,967.6,593.5,927.3,472.8,3.07,819.0
83,4356660.0,4356670.0,11.0,936.8,504.6,913.8,499.0,0.45,46.0
83,4357796.0,4358388.0,593.0,970.7,600.9,932.9,500.0,2.58,796.0
83,4359647.0,4360227.0,581.0,956.7,599.5,931.7,462.1,3.43,747.0
83,4361496.0,4361808.0,313.0,969.3,608.3,915.9,496.8,2.92,665.0
83,4362789.0,4362797.0,9.0,949.7,550.2,951.2,562.4,0.3,37.0
83,4363360.0,4363368.0,9.0,934.4,561.4,947.1,554.0,0.3,38.0
83,4363562.0,4364097.0,536.0,958.7,550.1,910.9,469.1,2.2,804.0
83,4364646.0,4364656.0,11.0,955.2,544.4,983.8,532.2,0.6,63.0
83,4366494.0,4366502.0,9.0,919.9,558.9,942.4,562.7,0.42,51.0
83,4367051.0,4367287.0,237.0,995.0,567.2,927.7,491.4,2.24,772.0
83,4367646.0,4367660.0,15.0,932.2,524.9,986.6,520.0,1.01,82.0
83,4368907.0,4369148.0,242.0,966.9,559.0,933.0,474.2,2.19,1499.0
83,4369573.0,4369587.0,15.0,955.0,523.7,996.2,539.1,0.85,75.0
83,4372532.0,4372789.0,258.0,976.2,581.8,940.1,484.7,2.49,1450.0
83,4373822.0,4373829.0,8.0,977.3,535.8,975.6,546.2,0.26,36.0
83,4375314.0,4375324.0,11.0,972.9,558.7,998.3,551.1,0.5,54.0
83,4375693.0,4375700.0,8.0,995.1,546.1,975.2,547.7,0.37,49.0
83,4376376.0,4376601.0,226.0,975.0,589.2,948.0,482.0,2.7,1792.0
83,4377103.0,4377112.0,10.0,981.2,534.2,980.5,548.8,0.36,41.0
83,4378139.0,4378302.0,164.0,965.8,586.9,942.3,532.2,1.41,869.0
83,4379887.0,4380118.0,232.0,981.3,587.7,960.7,495.0,2.32,1523.0
83,4381320.0,4381327.0,8.0,961.3,551.5,944.8,546.6,0.33,43.0
83,4381913.0,4382154.0,242.0,965.8,594.1,928.9,517.6,2.0,1592.0
83,4382633.0,4382642.0,10.0,961.0,544.0,981.2,543.5,0.37,41.0
83,4383659.0,4383919.0,261.0,990.5,596.7,956.1,471.9,3.15,1370.0
83,4384729.0,4384736.0,8.0,974.0,539.7,976.6,556.8,0.42,61.0
83,4386185.0,4386199.0,15.0,949.4,562.3,979.6,547.2,0.67,53.0
83,4386616.0,4386627.0,12.0,975.6,545.6,947.4,553.6,0.55,54.0
83,4387617.0,4387857.0,241.0,969.6,603.2,939.8,523.2,2.04,1414.0
83,4388258.0,4388266.0,9.0,957.6,538.6,978.5,539.9,0.38,46.0
83,4389200.0,4389568.0,369.0,978.9,593.3,943.1,492.0,2.59,917.0
83,4389980.0,4389992.0,13.0,961.3,534.4,963.5,566.4,0.79,75.0
83,4391026.0,4391240.0,215.0,986.1,591.3,941.6,517.3,2.0,857.0
83,4391683.0,4391693.0,11.0,962.6,546.9,984.0,558.2,0.48,49.0
83,4391985.0,4391992.0,8.0,980.7,567.1,965.1,559.2,0.34,46.0
83,4392888.0,4393073.0,186.0,982.2,591.9,920.2,500.1,2.53,1618.0
83,4393975.0,4393988.0,14.0,942.3,529.3,981.4,526.9,0.72,62.0
83,4394868.0,4395080.0,213.0,970.1,589.9,941.3,497.4,2.35,963.0
83,4395511.0,4395522.0,12.0,954.1,533.4,979.7,544.4,0.54,54.0
83,4398325.0,4398534.0,210.0,977.9,585.9,958.6,496.1,2.25,1285.0
83,4400250.0,4400465.0,216.0,964.0,588.1,933.0,499.3,2.27,1417.0
83,4400808.0,4400818.0,11.0,943.9,518.6,968.4,517.5,0.45,46.0
83,4401496.0,4401504.0,9.0,970.4,541.3,990.8,545.3,0.39,46.0
83,4401705.0,4401714.0,10.0,991.8,555.7,968.1,556.6,0.43,48.0
83,4402228.0,4402412.0,185.0,984.9,614.1,941.9,518.2,2.49,1544.0
83,4402916.0,4402925.0,10.0,957.4,549.1,981.2,556.0,0.47,52.0
83,4404003.0,4404212.0,210.0,944.0,583.8,921.9,512.5,1.81,787.0
83,4404552.0,4404565.0,14.0,940.0,529.4,972.4,537.1,0.62,53.0
83,4405257.0,4405264.0,8.0,984.6,561.5,1000.8,560.1,0.3,41.0
83,4405460.0,4405470.0,11.0,995.3,553.8,972.0,549.7,0.44,44.0
83,4405964.0,4406222.0,259.0,948.9,589.3,963.9,507.4,2.04,1203.0
83,4408007.0,4408013.0,7.0,948.9,545.0,962.1,544.2,0.24,38.0
83,4408538.0,4408547.0,10.0,951.0,552.1,927.3,552.2,0.43,48.0
83,4409450.0,4409763.0,314.0,955.3,605.6,943.0,494.1,2.76,1139.0
83,4409898.0,4409904.0,7.0,959.6,500.8,971.1,501.2,0.21,34.0
83,4410176.0,4410191.0,16.0,981.5,510.0,930.4,520.1,0.97,78.0
83,4410802.0,4410813.0,12.0,930.3,503.0,953.2,507.3,0.43,40.0
83,4411578.0,4411846.0,269.0,966.9,590.8,903.7,448.8,3.71,802.0
83,4412648.0,4412654.0,7.0,982.0,520.3,973.9,527.3,0.23,36.0
83,4413249.0,4413856.0,608.0,975.5,563.1,1026.5,476.2,2.35,1540.0
83,4414297.0,4414304.0,8.0,992.9,523.7,968.9,521.6,0.44,62.0
83,4414496.0,4414503.0,8.0,975.8,533.8,988.6,538.0,0.26,35.0
83,4415067.0,4415475.0,409.0,993.9,576.5,987.7,488.0,2.19,2068.0
83,4415680.0,4415691.0,12.0,986.8,501.9,958.5,505.0,0.53,50.0
83,4415945.0,4415953.0,9.0,953.1,535.7,971.9,534.4,0.35,42.0
83,4416935.0,4417181.0,247.0,999.5,600.9,992.2,470.7,3.22,727.0
83,4417796.0,4417807.0,12.0,1015.7,532.7,979.2,535.7,0.67,67.0
83,4418872.0,4419428.0,557.0,978.0,581.1,980.8,476.9,2.58,751.0
83,4420207.0,4420215.0,9.0,976.4,570.5,961.5,562.8,0.33,40.0
83,4420711.0,4421088.0,378.0,974.3,586.8,958.2,537.3,1.25,677.0
83,4421389.0,4421400.0,12.0,1002.7,506.6,978.3,511.7,0.47,44.0
83,4421798.0,4421804.0,7.0,946.0,552.3,959.4,553.8,0.25,40.0
83,4422482.0,4422938.0,457.0,963.4,577.4,1026.7,528.1,1.68,828.0
83,4424244.0,4424889.0,646.0,964.1,583.1,981.1,446.4,3.41,1540.0
83,4425156.0,4425170.0,15.0,994.4,488.0,961.9,508.7,0.79,63.0
83,4426174.0,4426479.0,306.0,979.4,591.9,953.3,484.0,2.71,1357.0
