Sub_Number,TrialStart,TrialEnd,Trial_Number,Condition,Target_Contrast
76,10156677,10157711,0,FarHighWide,0.1
76,10158513,10159615,1,FarHighNarrow,0.1
76,10160364,10161344,2,FarHighNarrow,0.07943282347242815
76,10162214,10163328,3,ThreeLinesControl,0.1
76,10164067,10164968,4,FarLowWide,0.1
76,10165917,10166888,5,FarLowNarrow,0.1
76,10167767,10168688,6,ThreeLinesControl,0.07943282347242815
76,10169620,10170672,7,FarHighWide,0.07943282347242815
76,10171472,10172425,8,FarLowNarrow,0.07943282347242815
76,10173320,10174233,9,FarHighWide,0.06309573444801932
76,10175170,10176169,10,Constant,0.1
76,10177020,10177905,11,ThreeLinesControl,0.06309573444801932
76,10178873,10179753,12,FarHighWide,0.05011872336272722
76,10180721,10181649,13,FarLowWide,0.07943282347242815
76,10182574,10183489,14,FarLowNarrow,0.06309573444801932
76,10184412,10185273,15,Constant,0.07943282347242815
76,10186248,10186993,16,FarHighWide,0.03981071705534971
76,10188080,10188930,17,ThreeLinesControl,0.05011872336272722
76,10189935,10190722,18,FarHighWide_null,0.1
76,10191782,10192762,19,FarLowWide_null,0.1
76,10193633,10194682,20,FarHighWide,0.031622776601683784
76,10195486,10196410,21,FarHighNarrow,0.06309573444801932
76,10197336,10198243,22,Constant,0.06309573444801932
76,10199189,10200218,23,FarHighNarrow_null,0.1
76,10201040,10202059,24,FarLowNarrow,0.05011872336272722
76,10202887,10203803,25,FarHighNarrow,0.05011872336272722
76,10204739,10205659,26,FarHighNarrow,0.03981071705534971
76,10206589,10207515,27,FarLowWide_null,0.07943282347242815
76,10208441,10209339,28,ThreeLinesControl,0.03981071705534971
76,10210290,10211436,29,FarHighWide,0.02511886431509579
76,10212141,10213020,30,FarLowNarrow_null,0.1
76,10213974,10214772,31,ThreeLinesControl,0.031622776601683784
76,10215807,10216724,32,FarHighNarrow,0.031622776601683784
76,10217642,10218428,33,FarHighNarrow,0.02511886431509579
76,10219486,10220372,34,FarHighNarrow,0.01995262314968879
76,10221336,10222148,35,FarLowWide,0.06309573444801932
76,10223186,10223964,36,Constant,0.05011872336272722
76,10225041,10225957,37,FarLowWide,0.05011872336272722
76,10226889,10227837,38,FarHighWide,0.01995262314968879
76,10228743,10229669,39,FarHighNarrow,0.015848931924611127
76,10230589,10231421,40,FarLowNarrow,0.03981071705534971
76,10232444,10233421,41,Constant,0.03981071705534971
76,10234291,10235189,42,FarLowNarrow,0.031622776601683784
76,10236146,10237030,43,FarHighWide,0.015848931924611127
76,10237995,10239790,44,ThreeLinesControl,0.02511886431509579
76,10239844,10240798,45,FarHighNarrow,0.01995262314968879
76,10241692,10242774,46,FarLowNarrow,0.02511886431509579
76,10243542,10244390,47,Constant,0.031622776601683784
76,10245377,10246246,48,Constant,0.02511886431509579
76,10247218,10248031,49,Constant,0.01995262314968879
76,10249057,10249894,50,FarHighWide,0.012589254117941666
76,10250908,10251679,51,Constant,0.015848931924611127
76,10252756,10253551,52,Constant,0.012589254117941666
76,10254608,10255535,53,FarLowWide,0.03981071705534971
76,10256457,10257215,54,FarHighNarrow_null,0.07943282347242815
76,10258338,10259215,55,FarLowNarrow,0.01995262314968879
76,10260195,10261232,56,ThreeLinesControl_null,0.1
76,10262044,10262968,57,FarLowWide,0.031622776601683784
76,10263894,10264720,58,ThreeLinesControl,0.031622776601683784
76,10265745,10266688,59,ThreeLinesControl,0.02511886431509579
76,10267597,10268536,60,ThreeLinesControl,0.01995262314968879
76,10269443,10270576,61,FarHighWide,0.009999999999999995
76,10271295,10272280,62,ThreeLinesControl_null,0.07943282347242815
76,10273149,10274153,63,FarLowNarrow,0.025118864315095794
76,10274987,10276049,64,Constant,0.009999999999999995
76,10276821,10277713,65,FarHighNarrow,0.015848931924611127
76,10278655,10279633,66,FarLowNarrow,0.01995262314968879
76,10280509,10281417,67,Constant,0.00794328234724281
76,10282358,10283369,68,Constant,0.009999999999999995
76,10284211,10285385,69,FarHighWide,0.012589254117941666
76,10286061,10287250,70,FarLowWide,0.02511886431509579
76,10287911,10289066,71,FarHighWide_null,0.1
76,10289764,10290722,72,FarHighNarrow,0.012589254117941666
76,10291612,10292490,73,FarHighNarrow,0.009999999999999995
76,10293463,10294498,74,FarHighNarrow,0.00794328234724281
76,10295313,10296274,75,FarLowWide,0.01995262314968879
76,10297165,10298058,76,FarLowWide,0.025118864315095794
76,10299015,10300011,77,Constant,0.012589254117941666
76,10300866,10301947,78,FarHighWide,0.015848931924611127
76,10302716,10303587,79,ThreeLinesControl,0.025118864315095794
76,10304549,10305563,80,Constant,0.015848931924611127
76,10306390,10307211,81,FarLowWide,0.031622776601683784
76,10308214,10309075,82,FarLowNarrow,0.015848931924611127
76,10310062,10311124,83,FarHighWide,0.012589254117941666
76,10311909,10312996,84,FarLowNarrow,0.012589254117941666
76,10313764,10314844,85,FarHighWide_null,0.07943282347242815
76,10315615,10316692,86,FarHighWide,0.009999999999999995
76,10317463,10318428,87,ThreeLinesControl,0.01995262314968879
76,10319314,10320620,88,ThreeLinesControl,0.015848931924611127
76,10321166,10322116,89,FarLowNarrow,0.015848931924611127
76,10323016,10324117,90,FarHighWide,0.012589254117941666
76,10324867,10325909,91,FarHighWide,0.009999999999999995
76,10326718,10327773,92,FarLowNarrow,0.012589254117941666
76,10328566,10329549,93,FarLowNarrow,0.009999999999999995
76,10330407,10331397,94,ThreeLinesControl,0.01995262314968879
76,10332250,10333237,95,ThreeLinesControl,0.025118864315095794
76,10334093,10335150,96,Constant_null,0.1
76,10335944,10336950,97,FarLowNarrow,0.012589254117941666
76,10337794,10338734,98,FarLowWide,0.02511886431509579
76,10339647,10340822,99,ThreeLinesControl,0.01995262314968879
76,10341497,10342710,100,FarLowNarrow,0.009999999999999995
76,10343346,10344486,101,FarHighWide,0.00794328234724281
76,10345199,10346150,102,FarHighNarrow,0.009999999999999995
76,10347048,10347934,103,FarLowNarrow,0.012589254117941666
76,10348902,10349927,104,FarHighNarrow,0.00794328234724281
76,10350751,10351727,105,FarHighNarrow,0.009999999999999995
76,10352603,10353591,106,FarHighWide,0.0063095734448019285
76,10354451,10355335,107,ThreeLinesControl,0.015848931924611127
76,10356300,10357279,108,FarLowNarrow,0.009999999999999995
76,10358153,10358999,109,FarHighNarrow,0.012589254117941666
76,10359984,10360927,110,ThreeLinesControl,0.01995262314968879
76,10361822,10362928,111,FarLowNarrow,0.00794328234724281
76,10363667,10364856,112,ThreeLinesControl,0.015848931924611127
76,10365512,10366536,113,FarHighNarrow,0.009999999999999995
76,10367363,10368592,114,FarLowNarrow,0.0063095734448019285
76,10369200,10370304,115,Constant,0.012589254117941666
76,10371051,10372192,116,FarHighNarrow,0.00794328234724281
76,10372898,10374040,117,FarLowNarrow,0.00794328234724281
76,10374754,10375761,118,FarHighWide_null,0.06309573444801932
76,10376603,10377673,119,FarHighNarrow,0.009999999999999995
76,10416640,10417628,120,ThreeLinesControl,0.01995262314968879
76,10418492,10419508,121,Constant,0.015848931924611127
76,10420323,10421148,122,FarHighWide,0.00794328234724281
76,10422157,10423124,123,Constant,0.01995262314968879
76,10423989,10424925,124,FarHighWide,0.009999999999999995
76,10425834,10426949,125,FarHighWide_null,0.05011872336272722
76,10427686,10428869,126,FarLowWide,0.031622776601683784
76,10429537,10430453,127,FarHighNarrow_null,0.1
76,10431387,10433021,128,FarHighNarrow,0.012589254117941666
76,10433238,10434229,129,ThreeLinesControl,0.025118864315095794
76,10435092,10436237,130,FarLowWide,0.02511886431509579
76,10436943,10438046,131,FarHighWide_null,0.03981071705534971
76,10438791,10440022,132,FarLowNarrow,0.009999999999999995
76,10440644,10441542,133,FarLowNarrow,0.012589254117941666
76,10442494,10443366,134,FarLowNarrow,0.015848931924611127
76,10444352,10445430,135,FarHighWide,0.00794328234724281
76,10446209,10447223,136,FarLowNarrow,0.01995262314968879
76,10448060,10448959,137,FarLowWide,0.01995262314968879
76,10449892,10450903,138,ThreeLinesControl,0.01995262314968879
76,10451725,10452863,139,FarHighNarrow,0.009999999999999995
76,10453563,10454455,140,ThreeLinesControl_null,0.1
76,10455402,10456663,141,FarHighWide,0.0063095734448019285
76,10457254,10458223,142,FarHighWide,0.00794328234724281
76,10459106,10460007,143,FarLowWide,0.025118864315095794
76,10460959,10462144,144,FarHighNarrow_null,0.1
76,10462807,10463816,145,FarHighNarrow_null,0.1
76,10464660,10465552,146,ThreeLinesControl,0.015848931924611127
76,10466510,10467560,147,ThreeLinesControl,0.01995262314968879
76,10468360,10469360,148,FarLowNarrow,0.025118864315095794
76,10470211,10471128,149,FarHighNarrow,0.00794328234724281
76,10472061,10473321,150,FarHighNarrow,0.009999999999999995
76,10473911,10475041,151,ThreeLinesControl,0.015848931924611127
76,10475763,10476721,152,Constant,0.025118864315095794
76,10477610,10478577,153,Constant,0.01995262314968879
76,10479446,10480425,154,FarHighWide,0.009999999999999995
76,10481277,10482569,155,FarHighWide,0.012589254117941666
76,10483113,10483953,156,FarLowNarrow,0.031622776601683784
76,10484956,10486066,157,FarLowNarrow,0.02511886431509579
76,10486808,10487698,158,FarLowNarrow,0.031622776601683784
76,10488658,10489714,159,ThreeLinesControl,0.012589254117941666
76,10490508,10491394,160,FarHighWide,0.015848931924611127
76,10492360,10493330,161,Constant,0.025118864315095794
76,10494213,10495274,162,Constant,0.01995262314968879
76,10496062,10497338,163,ThreeLinesControl,0.009999999999999995
76,10497915,10498939,164,FarHighNarrow,0.00794328234724281
76,10499764,10500651,165,FarLowWide,0.031622776601683784
76,10501615,10502851,166,FarHighWide,0.012589254117941666
76,10503464,10504571,167,FarLowNarrow,0.02511886431509579
76,10505315,10506411,168,FarHighWide,0.009999999999999995
76,10507188,10508099,169,FarHighWide,0.00794328234724281
76,10509021,10509844,170,FarLowWide_null,0.06309573444801932
76,10510855,10511908,171,FarHighWide,0.009999999999999995
76,10512688,10513964,172,FarHighNarrow,0.009999999999999995
76,10514541,10515508,173,FarHighWide,0.00794328234724281
76,10516393,10517364,174,ThreeLinesControl,0.012589254117941666
76,10518242,10519156,175,FarHighWide,0.009999999999999995
76,10520095,10520908,176,Constant_null,0.07943282347242815
76,10521949,10522789,177,FarHighNarrow,0.012589254117941666
76,10523796,10524685,178,FarLowWide,0.03981071705534971
76,10525647,10526701,179,ThreeLinesControl,0.015848931924611127
76,10527500,10528653,180,FarLowNarrow_null,0.07943282347242815
76,10529347,10530285,181,Constant,0.015848931924611127
76,10531199,10532269,182,FarHighNarrow,0.015848931924611127
76,10533052,10534462,183,FarLowWide,0.031622776601683784
76,10534899,10536142,184,ThreeLinesControl,0.012589254117941666
76,10536749,10537798,185,FarHighNarrow,0.01995262314968879
76,10538599,10539438,186,FarLowNarrow,0.01995262314968879
76,10540433,10541382,187,FarHighWide_null,0.031622776601683784
76,10542278,10543174,188,FarLowNarrow,0.015848931924611127
76,10544111,10545046,189,FarHighWide,0.012589254117941666
76,10545962,10546910,190,FarHighWide,0.015848931924611127
76,10547815,10549039,191,FarHighWide,0.01995262314968879
76,10549668,10550591,192,FarHighNarrow,0.015848931924611127
76,10551517,10552543,193,FarHighWide,0.015848931924611127
76,10553367,10554391,194,FarHighNarrow,0.01995262314968879
76,10555217,10556255,195,ThreeLinesControl,0.009999999999999995
76,10557068,10557903,196,FarLowWide_null,0.05011872336272722
76,10558920,10559775,197,FarLowWide,0.02511886431509579
76,10560770,10561608,198,FarLowWide,0.031622776601683784
76,10562618,10563464,199,FarHighNarrow,0.015848931924611127
76,10564468,10565512,200,FarLowWide,0.03981071705534971
76,10566317,10567416,201,FarHighNarrow_null,0.07943282347242815
76,10568167,10569272,202,FarHighWide,0.012589254117941666
76,10570003,10571000,203,FarLowNarrow,0.01995262314968879
76,10571836,10572881,204,ThreeLinesControl,0.012589254117941666
76,10573668,10574729,205,FarHighNarrow,0.01995262314968879
76,10575517,10576681,206,FarLowNarrow,0.025118864315095794
76,10577365,10578593,207,Constant,0.01995262314968879
76,10579214,10580273,208,ThreeLinesControl_null,0.07943282347242815
76,10581068,10582001,209,FarHighNarrow,0.015848931924611127
76,10582917,10583770,210,Constant,0.015848931924611127
76,10584772,10585642,211,FarHighNarrow,0.01995262314968879
76,10586622,10587522,212,ThreeLinesControl,0.015848931924611127
76,10588472,10589378,213,Constant,0.01995262314968879
76,10590319,10591250,214,FarLowNarrow,0.01995262314968879
76,10592173,10593018,215,ThreeLinesControl,0.012589254117941666
76,10594022,10594962,216,FarLowNarrow_null,0.06309573444801932
76,10595870,10596843,217,FarLowNarrow,0.025118864315095794
76,10597723,10598683,218,FarLowWide,0.031622776601683784
76,10599565,10600843,219,Constant,0.015848931924611127
76,10601396,10602299,220,FarLowWide,0.03981071705534971
76,10603231,10604299,221,FarHighWide,0.009999999999999995
76,10605083,10606083,222,FarHighWide,0.00794328234724281
76,10606933,10608035,223,ThreeLinesControl,0.015848931924611127
76,10608786,10609724,224,Constant,0.012589254117941666
76,10610637,10611628,225,Constant,0.015848931924611127
76,10612529,10613588,226,ThreeLinesControl,0.01995262314968879
76,10614390,10615300,227,FarLowWide,0.031622776601683784
76,10616239,10617212,228,FarHighWide,0.009999999999999995
76,10618089,10619068,229,Constant,0.01995262314968879
76,10619941,10621148,230,FarHighWide,0.00794328234724281
76,10621790,10622749,231,ThreeLinesControl,0.025118864315095794
76,10623640,10624613,232,FarLowWide,0.02511886431509579
76,10625490,10626533,233,Constant,0.025118864315095794
76,10627343,10628317,234,FarLowNarrow,0.01995262314968879
76,10629174,10630029,235,FarLowWide,0.01995262314968879
76,10631016,10631909,236,FarLowNarrow,0.015848931924611127
76,10632851,10633654,237,FarLowNarrow,0.01995262314968879
76,10634705,10635581,238,FarLowWide,0.025118864315095794
76,10636554,10637614,239,FarHighNarrow,0.015848931924611127
76,10679928,10680889,240,FarLowWide,0.01995262314968879
76,10681780,10682697,241,FarLowNarrow,0.025118864315095794
76,10683628,10684706,242,FarHighWide,0.0063095734448019285
76,10685464,10686386,243,FarHighNarrow,0.01995262314968879
76,10687296,10688202,244,FarLowNarrow,0.031622776601683784
76,10689124,10690058,245,FarHighNarrow,0.025118864315095794
76,10690957,10691754,246,Constant,0.01995262314968879
76,10692805,10693666,247,FarLowWide,0.025118864315095794
76,10694661,10696066,248,FarLowWide,0.031622776601683784
76,10696508,10697547,249,FarLowWide,0.02511886431509579
76,10698358,10699235,250,FarHighNarrow,0.031622776601683784
76,10700210,10701787,251,FarLowNarrow,0.02511886431509579
76,10702062,10702883,252,ThreeLinesControl,0.031622776601683784
76,10703915,10704827,253,ThreeLinesControl,0.02511886431509579
76,10705764,10707068,254,FarHighWide,0.00794328234724281
76,10707615,10708628,255,FarLowWide,0.031622776601683784
76,10709466,10710468,256,ThreeLinesControl,0.01995262314968879
76,10711315,10712364,257,Constant,0.015848931924611127
76,10713165,10714212,258,Constant,0.01995262314968879
76,10714998,10715940,259,Constant,0.025118864315095794
76,10716834,10717892,260,Constant,0.031622776601683784
76,10718681,10719556,261,FarLowWide_null,0.03981071705534971
76,10720526,10721469,262,Constant,0.02511886431509579
76,10722376,10723341,263,FarHighNarrow,0.02511886431509579
76,10724210,10725093,264,FarLowWide,0.03981071705534971
76,10726063,10727061,265,FarLowNarrow,0.01995262314968879
76,10727914,10728741,266,ThreeLinesControl,0.025118864315095794
76,10729765,10730549,267,FarLowNarrow,0.015848931924611127
76,10731615,10732574,268,FarLowWide,0.05011872336272721
76,10733467,10734726,269,Constant,0.01995262314968879
76,10735316,10736150,270,FarLowWide,0.03981071705534971
76,10737165,10738310,271,Constant,0.015848931924611127
76,10739017,10739982,272,Constant,0.01995262314968879
76,10740866,10741854,273,ThreeLinesControl,0.01995262314968879
76,10742719,10743743,274,FarHighWide,0.0063095734448019285
76,10744552,10745518,275,Constant,0.015848931924611127
76,10746385,10747279,276,FarLowWide,0.031622776601683784
76,10748216,10749271,277,FarLowWide,0.02511886431509579
76,10750060,10750999,278,Constant_null,0.06309573444801932
76,10751910,10752903,279,FarHighWide_null,0.02511886431509579
76,10753761,10754727,280,FarHighNarrow,0.01995262314968879
76,10755615,10756639,281,FarLowWide,0.01995262314968879
76,10757464,10758448,282,FarHighWide,0.00794328234724281
76,10759348,10760216,283,FarLowWide,0.015848931924611127
76,10761200,10762176,284,FarLowNarrow,0.012589254117941666
76,10763050,10763984,285,FarLowNarrow_null,0.05011872336272722
76,10764904,10765800,286,FarLowNarrow,0.015848931924611127
76,10766754,10767680,287,FarLowWide,0.01995262314968879
76,10768603,10769584,288,FarLowWide,0.025118864315095794
76,10770453,10771465,289,FarLowNarrow,0.012589254117941666
76,10772304,10773329,290,FarLowNarrow,0.015848931924611127
76,10774145,10775345,291,FarLowNarrow,0.012589254117941666
76,10775980,10776881,292,ThreeLinesControl,0.015848931924611127
76,10777811,10778929,293,Constant,0.012589254117941666
76,10779664,10780793,294,ThreeLinesControl,0.012589254117941666
76,10781514,10782449,295,FarLowNarrow,0.015848931924611127
76,10783364,10784258,296,FarHighNarrow,0.015848931924611127
76,10785218,10786114,297,FarLowWide,0.01995262314968879
76,10787066,10788266,298,Constant,0.009999999999999995
76,10788918,10790042,299,FarHighNarrow,0.012589254117941666
76,10790771,10791666,300,ThreeLinesControl,0.015848931924611127
76,10792622,10793474,301,ThreeLinesControl,0.01995262314968879
76,10794471,10795378,302,FarLowNarrow_null,0.03981071705534971
76,10796322,10797267,303,FarLowWide,0.025118864315095794
76,10798172,10799187,304,FarLowWide,0.031622776601683784
76,10800025,10801067,305,Constant,0.012589254117941666
76,10801873,10802755,306,FarLowNarrow_null,0.05011872336272721
76,10803723,10804763,307,FarLowWide,0.02511886431509579
76,10805556,10806643,308,FarHighNarrow,0.015848931924611127
76,10807390,10808371,309,FarHighWide_null,0.01995262314968879
76,10809219,10810260,310,FarHighNarrow,0.01995262314968879
76,10811068,10812308,311,FarHighWide,0.009999999999999995
76,10812915,10814348,312,FarHighNarrow,0.015848931924611127
76,10814769,10815804,313,FarLowWide,0.01995262314968879
76,10816618,10817572,314,FarHighWide,0.012589254117941666
76,10818469,10819508,315,FarLowNarrow,0.01995262314968879
76,10820322,10821469,316,ThreeLinesControl,0.015848931924611127
76,10822173,10823213,317,FarHighNarrow,0.012589254117941666
76,10824021,10824973,318,FarLowNarrow,0.025118864315095794
76,10825877,10826973,319,ThreeLinesControl,0.012589254117941666
76,10827724,10828813,320,FarHighWide,0.009999999999999995
76,10829575,10830749,321,ThreeLinesControl,0.009999999999999995
76,10831426,10832454,322,FarLowNarrow,0.01995262314968879
76,10833275,10834422,323,FarHighNarrow,0.009999999999999995
76,10835107,10835966,324,FarLowNarrow,0.025118864315095794
76,10836939,10838262,325,Constant,0.015848931924611127
76,10838775,10839734,326,FarHighWide,0.012589254117941666
76,10840617,10841518,327,ThreeLinesControl,0.00794328234724281
76,10842471,10844022,328,ThreeLinesControl,0.009999999999999995
76,10844319,10845270,329,FarLowWide,0.015848931924611127
76,10846172,10847087,330,FarHighNarrow,0.00794328234724281
76,10848022,10849007,331,ThreeLinesControl,0.012589254117941666
76,10849874,10850815,332,FarHighWide,0.015848931924611127
76,10851729,10852687,333,FarHighWide,0.012589254117941666
76,10853594,10855390,334,FarHighNarrow,0.009999999999999995
76,10855443,10856479,335,ThreeLinesControl,0.015848931924611127
76,10857290,10858384,336,FarLowWide,0.01995262314968879
76,10859143,10860152,337,Constant,0.012589254117941666
76,10860994,10861984,338,ThreeLinesControl,0.01995262314968879
76,10862843,10863864,339,FarHighNarrow,0.012589254117941666
76,10864711,10865784,340,FarLowNarrow,0.01995262314968879
76,10866543,10867472,341,FarLowNarrow,0.025118864315095794
76,10868376,10869176,342,FarLowWide,0.015848931924611127
76,10870221,10871017,343,Constant,0.015848931924611127
76,10872074,10872889,344,ThreeLinesControl,0.015848931924611127
76,10873920,10874857,345,Constant,0.01995262314968879
76,10875772,10876729,346,FarLowNarrow,0.031622776601683784
76,10877626,10878409,347,FarHighNarrow,0.015848931924611127
76,10879478,10880665,348,FarLowWide,0.01995262314968879
76,10881330,10882586,349,FarHighWide,0.015848931924611127
76,10883180,10884178,350,FarHighWide,0.012589254117941666
76,10885028,10885874,351,FarHighWide,0.009999999999999995
76,10886878,10887818,352,Constant,0.025118864315095794
76,10888729,10889786,353,FarLowWide,0.015848931924611127
76,10890579,10891586,354,FarLowWide,0.01995262314968879
76,10892429,10893354,355,FarHighNarrow,0.012589254117941666
76,10894272,10895210,356,FarLowNarrow,0.03981071705534971
76,10896105,10896987,357,FarLowWide,0.025118864315095794
76,10897939,10898763,358,FarLowNarrow,0.031622776601683784
76,10899790,10900827,359,FarLowNarrow,0.02511886431509579
76,10950749,10951927,360,Constant,0.031622776601683784
76,10952602,10953519,361,Constant,0.02511886431509579
76,10954442,10955303,362,FarLowWide,0.01995262314968879
76,10956275,10957127,363,FarLowWide,0.025118864315095794
76,10958128,10959216,364,FarLowNarrow,0.031622776601683784
76,10959981,10960840,365,FarLowWide,0.031622776601683784
76,10961829,10962648,366,Constant,0.01995262314968879
76,10963680,10964504,367,FarLowWide,0.03981071705534971
76,10965532,10966480,368,ThreeLinesControl,0.01995262314968879
76,10967382,10968632,369,ThreeLinesControl,0.025118864315095794
76,10969235,10970473,370,ThreeLinesControl,0.01995262314968879
76,10971084,10972073,371,FarHighWide_null,0.025118864315095794
76,10972934,10973969,372,FarLowWide,0.031622776601683784
76,10974785,10975561,373,FarHighWide,0.00794328234724281
76,10976636,10977553,374,FarHighWide,0.0063095734448019285
76,10978485,10979345,375,FarLowWide,0.02511886431509579
76,10980335,10981321,376,FarLowNarrow,0.03981071705534971
76,10982185,10983122,377,ThreeLinesControl,0.015848931924611127
76,10984035,10985026,378,FarLowNarrow,0.031622776601683784
76,10985870,10986866,379,Constant,0.015848931924611127
76,10987714,10988658,380,FarLowWide,0.031622776601683784
76,10989548,10990586,381,ThreeLinesControl,0.01995262314968879
76,10991399,10992426,382,FarHighWide,0.00794328234724281
76,10993251,10994322,383,FarLowNarrow,0.02511886431509579
76,10995101,10995995,384,FarLowWide_null,0.031622776601683784
76,10996951,10998187,385,Constant,0.012589254117941666
76,10998800,10999723,386,FarLowNarrow_null,0.03981071705534971
76,11000654,11001811,387,FarHighWide,0.009999999999999995
76,11002506,11003531,388,Constant,0.015848931924611127
76,11004354,11005371,389,FarLowNarrow,0.01995262314968879
76,11006203,11007500,390,FarLowNarrow_null,0.031622776601683784
76,11008056,11008900,391,FarLowWide,0.03981071705534971
76,11009906,11010812,392,FarLowNarrow_null,0.02511886431509579
76,11011754,11012788,393,ThreeLinesControl,0.015848931924611127
76,11013605,11014540,394,Constant,0.012589254117941666
76,11015447,11016292,395,FarLowWide,0.031622776601683784
76,11017281,11018372,396,FarHighWide,0.012589254117941666
76,11019140,11020349,397,FarLowNarrow,0.025118864315095794
76,11020986,11021869,398,FarLowWide,0.03981071705534971
76,11022835,11024381,399,Constant,0.009999999999999995
76,11024688,11025709,400,ThreeLinesControl,0.01995262314968879
76,11026537,11027469,401,FarLowNarrow,0.031622776601683784
76,11028389,11030187,402,FarLowWide,0.031622776601683784
76,11030240,11031165,403,FarLowNarrow,0.02511886431509579
76,11032092,11033182,404,FarHighNarrow,0.015848931924611127
76,11033941,11034942,405,ThreeLinesControl,0.025118864315095794
76,11035792,11036886,406,FarHighWide,0.015848931924611127
76,11037641,11038822,407,FarHighWide,0.012589254117941666
76,11039492,11040430,408,FarHighWide,0.015848931924611127
76,11041342,11042230,409,FarHighWide,0.01995262314968879
76,11043173,11044343,410,Constant,0.012589254117941666
76,11045019,11045999,411,FarLowWide,0.03981071705534971
76,11046869,11048071,412,Constant,0.015848931924611127
76,11048717,11049567,413,ThreeLinesControl_null,0.06309573444801932
76,11050570,11051503,414,FarLowNarrow,0.01995262314968879
76,11052424,11053487,415,FarLowNarrow,0.025118864315095794
76,11054273,11055695,416,Constant,0.012589254117941666
76,11056122,11057063,417,Constant,0.015848931924611127
76,11057975,11059288,418,FarHighWide,0.025118864315095794
76,11059825,11060728,419,ThreeLinesControl,0.031622776601683784
76,11061675,11062992,420,FarHighNarrow,0.01995262314968879
76,11063526,11064464,421,FarLowNarrow,0.01995262314968879
76,11065375,11066328,422,FarLowWide,0.031622776601683784
76,11067224,11068160,423,FarHighNarrow,0.025118864315095794
76,11069077,11070137,424,FarHighWide,0.031622776601683784
76,11070928,11071777,425,ThreeLinesControl,0.02511886431509579
76,11072761,11073721,426,FarLowWide_null,0.02511886431509579
76,11074607,11075433,427,FarLowWide,0.03981071705534971
76,11076455,11077305,428,FarLowNarrow,0.025118864315095794
76,11078305,11079265,429,FarLowWide,0.031622776601683784
76,11080158,11081090,430,FarHighWide,0.03981071705534971
76,11082008,11082978,431,Constant,0.01995262314968879
76,11083856,11084618,432,ThreeLinesControl,0.031622776601683784
76,11085709,11086602,433,FarHighNarrow,0.031622776601683784
76,11087558,11088394,434,FarLowNarrow,0.01995262314968879
76,11089413,11090242,435,Constant,0.015848931924611127
76,11091263,11092018,436,FarLowNarrow,0.015848931924611127
76,11093115,11094034,437,ThreeLinesControl,0.02511886431509579
76,11094964,11095827,438,ThreeLinesControl,0.01995262314968879
76,11096813,11097835,439,Constant,0.012589254117941666
76,11098661,11099571,440,FarHighNarrow,0.02511886431509579
76,11100495,11101243,441,Constant,0.015848931924611127
76,11102329,11103243,442,FarLowWide_null,0.01995262314968879
76,11104162,11105155,443,FarLowNarrow,0.012589254117941666
76,11106006,11106788,444,Constant,0.012589254117941666
76,11107855,11108804,445,Constant,0.009999999999999995
76,11109708,11110532,446,FarLowNarrow,0.015848931924611127
76,11111560,11112580,447,FarLowWide,0.02511886431509579
76,11113409,11114341,448,FarLowNarrow,0.012589254117941666
76,11115263,11116148,449,FarLowNarrow,0.015848931924611127
76,11117112,11118348,450,FarHighNarrow,0.01995262314968879
76,11118965,11119957,451,Constant,0.012589254117941666
76,11120813,11121693,452,FarLowWide,0.01995262314968879
76,11122665,11123557,453,FarLowNarrow,0.01995262314968879
76,11124514,11125381,454,FarLowWide,0.025118864315095794
76,11126389,11127725,455,FarLowWide,0.031622776601683784
76,11128247,11129358,456,ThreeLinesControl,0.015848931924611127
76,11130081,11130965,457,FarHighNarrow,0.015848931924611127
76,11131914,11132766,458,FarHighNarrow,0.01995262314968879
76,11133747,11134590,459,FarHighNarrow,0.025118864315095794
76,11135591,11136638,460,FarLowNarrow,0.025118864315095794
76,11137442,11138462,461,ThreeLinesControl,0.01995262314968879
76,11139292,11140214,462,FarHighWide,0.031622776601683784
76,11141145,11142062,463,FarHighWide,0.02511886431509579
76,11142999,11144231,464,Constant,0.015848931924611127
76,11144845,11145767,465,FarLowWide,0.03981071705534971
76,11146699,11147743,466,Constant,0.01995262314968879
76,11148548,11149599,467,Constant,0.025118864315095794
76,11150401,11151799,468,FarLowNarrow,0.01995262314968879
76,11152248,11153303,469,FarHighWide,0.01995262314968879
76,11154099,11155256,470,FarHighWide,0.015848931924611127
76,11155951,11157176,471,Constant_null,0.05011872336272722
76,11157801,11158664,472,FarLowWide,0.031622776601683784
76,11159635,11160776,473,FarHighNarrow,0.01995262314968879
76,11161468,11162368,474,ThreeLinesControl,0.025118864315095794
76,11163299,11164104,475,ThreeLinesControl,0.01995262314968879
76,11165146,11166160,476,Constant,0.01995262314968879
76,11166995,11168104,477,FarLowWide,0.02511886431509579
76,11168844,11169801,478,FarLowWide,0.01995262314968879
76,11170697,11171777,479,FarHighWide,0.01995262314968879
76,11248116,11249295,480,FarLowNarrow,0.025118864315095794
76,11249949,11250951,481,FarHighNarrow_null,0.06309573444801932
76,11251781,11252927,482,FarHighWide,0.015848931924611127
76,11253617,11254759,483,ThreeLinesControl,0.015848931924611127
76,11255469,11256528,484,ThreeLinesControl,0.012589254117941666
76,11257321,11258776,485,FarHighNarrow,0.015848931924611127
