"","nTrialsWithSaccade","meanSaccades","grandMeanVel","grandMeanDurt","grandMeanAmp","CondShort","subNumber"
"1",18,1.05555555555556,211.083333333333,886.861111111111,1.3095,"DW",76
"2",9,1.22222222222222,44.4444444444444,964.333333333333,0.943333333333333,"Constant",76
"3",15,1.06666666666667,45.6,913.233333333333,0.87,"Single",76
"4",17,1,86.2941176470588,1237.17647058824,4.13142857142857,"DN",76
"5",12,1,34.25,985.5,0.69,"IN",76
"6",10,1,27,793.3,0.458,"IW",76
