"","nTrialsWithSaccade","meanSaccades","grandMeanVel","grandMeanDurt","grandMeanAmp","CondShort","subNumber"
"1",9,1,50.6666666666667,11.8888888888889,0.307777777777778,"Single",85
"2",7,1,79.4285714285714,19.2857142857143,0.532857142857143,"DW",85
"3",15,1,58.1333333333333,16.2666666666667,0.378,"DN",85
"4",18,1,148.333333333333,22.1666666666667,0.567222222222222,"Constant",85
"5",9,1.11111111111111,87,17,0.898333333333333,"IN",85
"6",4,1,61.25,12.25,0.4225,"IW",85
