"","nTrialsWithSaccade","meanSaccades","grandMeanVel","grandMeanDurt","grandMeanAmp","CondShort","subNumber"
"1",10,1,53.1,12.5,0.51,"IW",83
"2",9,1.11111111111111,294.555555555556,177.5,3.009375,"Single",83
"3",9,1,55.1111111111111,377,0.838571428571429,"DN",83
"4",6,1,54.5,142,0.762,"DW",83
"5",3,1,82.3333333333333,15,1.16333333333333,"IN",83
"6",5,1,37,369,0.3875,"Constant",83
