Participant_Number,Trial_Number,Condition,FCfar,FCmed,FCclose,Target_Contrast,Correct_Response,Reaction_Time
75,0,FarLowNarrow,0.1,0.15,0.2,0.1,1,0.6266644490006001
75,1,FarLowNarrow,0.1,0.15,0.2,0.07943282347242815,1,0.2967795449985715
75,2,FarLowNarrow,0.1,0.15,0.2,0.06309573444801932,1,0.4538661599999614
75,3,FarHighWide,0.5,0.25,0.03,0.1,1,0.42773549699995783
75,4,FarLowNarrow,0.1,0.15,0.2,0.05011872336272722,1,0.5863621259995853
75,5,Constant,0.1,0.1,0.1,0.1,1,0.576581184999668
75,6,FarLowNarrow,0.1,0.15,0.2,0.03981071705534971,1,0.6476515690010274
75,7,ThreeLinesControl,0.0,0.0,0.1,0.1,1,0.7346558360004565
75,8,ThreeLinesControl,0.0,0.0,0.1,0.07943282347242815,1,0.7536044440003025
75,9,ThreeLinesControl,0.0,0.0,0.1,0.06309573444801932,1,0.7602590910009894
75,10,FarHighNarrow,0.2,0.15,0.1,0.1,1,0.8190495609997015
75,11,Constant,0.1,0.1,0.1,0.07943282347242815,1,0.7202107190005336
75,12,ThreeLinesControl,0.0,0.0,0.1,0.05011872336272722,1,0.6943997269991087
75,13,FarHighNarrow,0.2,0.15,0.1,0.07943282347242815,1,0.6346163790003629
75,14,FarLowNarrow,0.1,0.15,0.2,0.031622776601683784,1,0.6084835269994073
75,15,FarHighWide,0.5,0.25,0.03,0.07943282347242815,1,0.7446587630001886
75,16,FarLowWide,0.03,0.25,0.5,0.1,1,0.756262353999773
75,17,FarLowWide,0.03,0.25,0.5,0.07943282347242815,1,0.8018395979997877
75,18,ThreeLinesControl_null,0.0,0.0,0.1,0.1,1,0.7123429799994483
75,19,FarLowWide,0.03,0.25,0.5,0.06309573444801932,1,0.5342782099996839
75,20,FarHighWide,0.5,0.25,0.03,0.06309573444801932,1,0.5006875390008645
75,21,Constant,0.1,0.1,0.1,0.06309573444801932,1,0.5213847529994382
75,22,FarLowNarrow,0.1,0.15,0.2,0.02511886431509579,1,0.456202139999732
75,23,ThreeLinesControl_null,0.0,0.0,0.1,0.07943282347242815,1,0.7832943679986784
75,24,FarLowWide,0.03,0.25,0.5,0.05011872336272722,1,0.7140325380005379
75,25,FarHighWide,0.5,0.25,0.03,0.05011872336272722,1,0.5520417549996637
75,26,FarHighWide_null,0.5,0.25,0.03,0.1,1,0.8514367100015079
75,27,ThreeLinesControl,0.0,0.0,0.1,0.03981071705534971,1,0.5134126100001595
75,28,FarLowWide_null,0.03,0.25,0.5,0.1,1,0.5356896120010788
75,29,FarLowWide,0.03,0.25,0.5,0.03981071705534971,1,0.6198328549999133
75,30,FarLowNarrow_null,0.1,0.15,0.2,0.1,0,0.39396916500118095
75,31,Constant,0.1,0.1,0.1,0.05011872336272722,1,0.3189980809984263
75,32,FarLowNarrow,0.1,0.15,0.2,0.01995262314968879,1,0.7009980069997255
75,33,Constant,0.1,0.1,0.1,0.03981071705534971,1,0.6275826070013864
75,34,ThreeLinesControl,0.0,0.0,0.1,0.031622776601683784,1,0.6096343509998405
75,35,FarLowWide,0.03,0.25,0.5,0.031622776601683784,1,0.3597308649987099
75,36,FarLowNarrow,0.1,0.15,0.2,0.015848931924611127,1,0.3419235219989787
75,37,FarHighWide,0.5,0.25,0.03,0.03981071705534971,1,0.3406197330004943
75,38,FarHighWide,0.5,0.25,0.03,0.031622776601683784,1,0.36183863599944743
75,39,FarLowWide,0.03,0.25,0.5,0.02511886431509579,1,0.36044339399995806
75,40,FarHighNarrow,0.2,0.15,0.1,0.06309573444801932,1,0.33136573499905353
75,41,FarLowWide,0.03,0.25,0.5,0.01995262314968879,0,0.6335529709995171
75,42,FarHighWide,0.5,0.25,0.03,0.02511886431509579,1,0.4960018060010043
75,43,Constant_null,0.1,0.1,0.1,0.1,1,0.5389547499999026
75,44,Constant,0.1,0.1,0.1,0.031622776601683784,1,0.4411356069995236
75,45,FarHighNarrow,0.2,0.15,0.1,0.05011872336272722,1,0.3250218529992708
75,46,ThreeLinesControl,0.0,0.0,0.1,0.02511886431509579,1,0.459410432000368
75,47,FarHighWide,0.5,0.25,0.03,0.01995262314968879,1,0.7456643349996739
75,48,FarLowNarrow,0.1,0.15,0.2,0.012589254117941666,1,0.6944210269994073
75,49,Constant,0.1,0.1,0.1,0.02511886431509579,1,0.5967912270007218
75,50,Constant,0.1,0.1,0.1,0.01995262314968879,1,0.45906357999956526
75,51,FarLowWide,0.03,0.25,0.5,0.025118864315095794,1,0.32924783199996455
75,52,FarHighNarrow,0.2,0.15,0.1,0.03981071705534971,1,0.3430120800003351
75,53,Constant,0.1,0.1,0.1,0.015848931924611127,1,0.4446384359998774
75,54,FarLowNarrow,0.1,0.15,0.2,0.009999999999999995,0,0.3229738379995979
75,55,ThreeLinesControl,0.0,0.0,0.1,0.01995262314968879,0,0.5701879720018042
75,56,ThreeLinesControl,0.0,0.0,0.1,0.025118864315095794,1,0.37222949500028335
75,57,FarLowWide_null,0.03,0.25,0.5,0.07943282347242815,1,0.4509626670005673
75,58,FarHighWide,0.5,0.25,0.03,0.015848931924611127,1,0.3851280199996836
75,59,FarHighNarrow,0.2,0.15,0.1,0.031622776601683784,1,0.3154549099999713
75,60,FarLowNarrow,0.1,0.15,0.2,0.012589254117941666,0,0.48242193199985195
75,61,FarLowWide,0.03,0.25,0.5,0.01995262314968879,0,0.7755200819992751
75,62,FarHighWide,0.5,0.25,0.03,0.012589254117941666,1,0.3165321529995708
75,63,FarHighNarrow,0.2,0.15,0.1,0.02511886431509579,1,0.29774048999934166
75,64,Constant,0.1,0.1,0.1,0.012589254117941666,1,0.49608139299925824
75,65,ThreeLinesControl_null,0.0,0.0,0.1,0.06309573444801932,1,0.4698405710005318
75,66,FarLowNarrow,0.1,0.15,0.2,0.015848931924611127,0,0.43575013800000306
75,67,Constant,0.1,0.1,0.1,0.009999999999999995,0,0.41047618800075725
75,68,FarHighNarrow,0.2,0.15,0.1,0.01995262314968879,0,0.5926190999998653
75,69,FarHighNarrow,0.2,0.15,0.1,0.025118864315095794,0,0.5986312189997989
75,70,FarLowWide,0.03,0.25,0.5,0.025118864315095794,1,0.75596666400088
75,71,FarLowNarrow,0.1,0.15,0.2,0.01995262314968879,1,1.0673341140009143
75,72,FarHighNarrow,0.2,0.15,0.1,0.031622776601683784,1,0.8622207560001698
75,73,FarHighWide,0.5,0.25,0.03,0.009999999999999995,0,0.9403101549996791
75,74,Constant,0.1,0.1,0.1,0.012589254117941666,0,0.5774821800005157
75,75,FarLowWide,0.03,0.25,0.5,0.01995262314968879,1,0.9083506189999753
75,76,FarLowNarrow,0.1,0.15,0.2,0.015848931924611127,1,0.7389205640010914
75,77,FarHighWide,0.5,0.25,0.03,0.012589254117941666,0,0.6008785630001512
75,78,FarLowWide,0.03,0.25,0.5,0.015848931924611127,1,0.6941975680001633
