Participant_Number,Trial_Number,Condition,FCfar,FCmed,FCclose,Target_Contrast,Correct_Response,Reaction_Time
77,0,FarHighNarrow,0.2,0.15,0.1,0.1,1,0.5582953429984627
77,1,Constant,0.1,0.1,0.1,0.1,1,0.1875809310004115
77,2,FarLowNarrow_null,0.1,0.15,0.2,0.1,1,0.3457253490014409
77,3,FarHighWide,0.5,0.25,0.03,0.1,0,99
77,4,FarHighWide,0.5,0.25,0.03,0.1,1,0.2860481789975893
77,5,ThreeLinesControl,0.0,0.0,0.1,0.1,1,0.3962166810015333
77,6,FarLowNarrow,0.1,0.15,0.2,0.1,1,0.3547691690000647
77,7,ThreeLinesControl,0.0,0.0,0.1,0.07943282347242815,1,0.2817500420023862
77,8,FarHighNarrow,0.2,0.15,0.1,0.07943282347242815,1,0.3120925939983863
77,9,ThreeLinesControl,0.0,0.0,0.1,0.06309573444801932,1,0.2667280829991796
77,10,Constant_null,0.1,0.1,0.1,0.1,1,0.2967922310017457
77,11,FarLowNarrow,0.1,0.15,0.2,0.07943282347242815,1,0.2392076950018236
77,12,FarHighNarrow,0.2,0.15,0.1,0.06309573444801932,1,0.3061827900019125
77,13,FarHighNarrow,0.2,0.15,0.1,0.05011872336272722,1,0.30479149100210634
77,14,FarLowNarrow,0.1,0.15,0.2,0.06309573444801932,1,0.2838635529988096
77,15,FarLowNarrow,0.1,0.15,0.2,0.05011872336272722,1,0.24966096700154594
77,16,FarHighNarrow,0.2,0.15,0.1,0.03981071705534971,1,0.1915274640014104
77,17,ThreeLinesControl,0.0,0.0,0.1,0.05011872336272722,1,0.21403244199973415
77,18,FarHighNarrow,0.2,0.15,0.1,0.031622776601683784,1,0.17999035300090327
77,19,FarHighWide_null,0.5,0.25,0.03,0.1,1,0.3305690740016871
77,20,Constant,0.1,0.1,0.1,0.07943282347242815,1,0.22450869300155318
77,21,FarHighNarrow,0.2,0.15,0.1,0.02511886431509579,1,0.1823498349986039
77,22,ThreeLinesControl,0.0,0.0,0.1,0.03981071705534971,1,0.276030080000055
77,23,FarLowNarrow,0.1,0.15,0.2,0.03981071705534971,1,0.2498817820014665
77,24,FarHighNarrow,0.2,0.15,0.1,0.01995262314968879,1,0.22410860399759258
77,25,FarLowNarrow,0.1,0.15,0.2,0.031622776601683784,1,0.2273610619995452
77,26,Constant,0.1,0.1,0.1,0.06309573444801932,1,0.17739166699902853
77,27,ThreeLinesControl,0.0,0.0,0.1,0.031622776601683784,0,0.26342341499912436
77,28,FarLowWide,0.03,0.25,0.5,0.1,1,0.20261030799883883
77,29,FarHighWide_null,0.5,0.25,0.03,0.07943282347242815,1,0.40084640399800264
77,30,FarLowNarrow,0.1,0.15,0.2,0.02511886431509579,1,0.32681463999688276
77,31,FarHighNarrow,0.2,0.15,0.1,0.015848931924611127,1,0.2672243150009308
77,32,FarHighWide,0.5,0.25,0.03,0.07943282347242815,1,0.2331302210004651
77,33,ThreeLinesControl_null,0.0,0.0,0.1,0.1,1,0.3264452670009632
77,34,Constant,0.1,0.1,0.1,0.05011872336272722,1,0.23658930199962924
77,35,FarHighNarrow,0.2,0.15,0.1,0.012589254117941666,0,0.25867265700071584
77,36,ThreeLinesControl_null,0.0,0.0,0.1,0.07943282347242815,1,0.4566743619980116
77,37,FarHighWide_null,0.5,0.25,0.03,0.06309573444801932,1,0.35904065200156765
77,38,ThreeLinesControl,0.0,0.0,0.1,0.03981071705534971,1,0.26117711800179677
77,39,Constant_null,0.1,0.1,0.1,0.07943282347242815,0,0.30773852999845985
