Participant_Number,Trial_Number,Condition,FCfar,FCmed,FCclose,Target_Contrast,Correct_Response,Reaction_Time
76,0,FarHighWide,0.5,0.25,0.03,0.1,1,0.552383488000487
76,1,FarHighNarrow,0.2,0.15,0.1,0.1,1,0.6036291669988714
76,2,FarHighNarrow,0.2,0.15,0.1,0.07943282347242815,1,0.481593778999013
76,3,ThreeLinesControl,0.0,0.0,0.1,0.1,1,0.6128889660012646
76,4,FarLowWide,0.03,0.25,0.5,0.1,1,0.4029685479999898
76,5,FarLowNarrow,0.1,0.15,0.2,0.1,1,0.4731916420005291
76,6,ThreeLinesControl,0.0,0.0,0.1,0.07943282347242815,1,0.42035831000066537
76,7,FarHighWide,0.5,0.25,0.03,0.07943282347242815,1,0.5543153069993423
76,8,FarLowNarrow,0.1,0.15,0.2,0.07943282347242815,1,0.45767904900094436
76,9,FarHighWide,0.5,0.25,0.03,0.06309573444801932,1,0.4147278170003119
76,10,Constant,0.1,0.1,0.1,0.1,1,0.5008846900000208
76,11,ThreeLinesControl,0.0,0.0,0.1,0.06309573444801932,1,0.38601572799962014
76,12,FarHighWide,0.5,0.25,0.03,0.05011872336272722,1,0.3841319669991208
76,13,FarLowWide,0.03,0.25,0.5,0.07943282347242815,1,0.43011770699922636
76,14,FarLowNarrow,0.1,0.15,0.2,0.06309573444801932,1,0.4286038220016053
76,15,Constant,0.1,0.1,0.1,0.07943282347242815,1,0.37880103300085466
76,16,FarHighWide,0.5,0.25,0.03,0.03981071705534971,1,0.26590418700106966
76,17,ThreeLinesControl,0.0,0.0,0.1,0.05011872336272722,1,0.3485719689997495
76,18,FarHighWide_null,0.5,0.25,0.03,0.1,0,0.2911619759997848
76,19,FarLowWide_null,0.03,0.25,0.5,0.1,1,0.4810398819990951
76,20,FarHighWide,0.5,0.25,0.03,0.031622776601683784,1,0.5484151669988933
76,21,FarHighNarrow,0.2,0.15,0.1,0.06309573444801932,1,0.42614310999852023
76,22,Constant,0.1,0.1,0.1,0.06309573444801932,1,0.405932951000068
76,23,FarHighNarrow_null,0.2,0.15,0.1,0.1,1,0.531552736998492
76,24,FarLowNarrow,0.1,0.15,0.2,0.05011872336272722,1,0.5219976469998073
76,25,FarHighNarrow,0.2,0.15,0.1,0.05011872336272722,1,0.416048936000152
76,26,FarHighNarrow,0.2,0.15,0.1,0.03981071705534971,1,0.4222646319994965
76,27,FarLowWide_null,0.03,0.25,0.5,0.07943282347242815,1,0.42748508700060484
76,28,ThreeLinesControl,0.0,0.0,0.1,0.03981071705534971,1,0.4013159200003429
76,29,FarHighWide,0.5,0.25,0.03,0.02511886431509579,1,0.6476349840013427
76,30,FarLowNarrow_null,0.1,0.15,0.2,0.1,1,0.3980051790003927
76,31,ThreeLinesControl,0.0,0.0,0.1,0.031622776601683784,1,0.31731085399951553
76,32,FarHighNarrow,0.2,0.15,0.1,0.031622776601683784,1,0.43538310499934596
76,33,FarHighNarrow,0.2,0.15,0.1,0.02511886431509579,1,0.29527185400002054
76,34,FarHighNarrow,0.2,0.15,0.1,0.01995262314968879,1,0.3882833070001652
76,35,FarLowWide,0.03,0.25,0.5,0.06309573444801932,1,0.31431473799966625
76,36,Constant,0.1,0.1,0.1,0.05011872336272722,1,0.27744197900028666
76,37,FarLowWide,0.03,0.25,0.5,0.05011872336272722,1,0.42003804500018305
76,38,FarHighWide,0.5,0.25,0.03,0.01995262314968879,1,0.44801699399977224
76,39,FarHighNarrow,0.2,0.15,0.1,0.015848931924611127,0,0.43015050499889185
76,40,FarLowNarrow,0.1,0.15,0.2,0.03981071705534971,1,0.3311839880007028
76,41,Constant,0.1,0.1,0.1,0.03981071705534971,1,0.48162178699931246
76,42,FarLowNarrow,0.1,0.15,0.2,0.031622776601683784,1,0.39948350499980734
76,43,FarHighWide,0.5,0.25,0.03,0.015848931924611127,1,0.3897692549999192
76,44,ThreeLinesControl,0.0,0.0,0.1,0.02511886431509579,0,99
76,45,FarHighNarrow,0.2,0.15,0.1,0.01995262314968879,1,0.45807307999893965
76,46,FarLowNarrow,0.1,0.15,0.2,0.02511886431509579,1,0.5832486850013083
76,47,Constant,0.1,0.1,0.1,0.031622776601683784,1,0.3668033269987063
76,48,Constant,0.1,0.1,0.1,0.02511886431509579,1,0.3806457490009052
76,49,Constant,0.1,0.1,0.1,0.01995262314968879,1,0.32775069499984966
76,50,FarHighWide,0.5,0.25,0.03,0.012589254117941666,1,0.3414595799986273
76,51,Constant,0.1,0.1,0.1,0.015848931924611127,1,0.275790888001211
76,52,Constant,0.1,0.1,0.1,0.012589254117941666,1,0.29491465800128935
76,53,FarLowWide,0.03,0.25,0.5,0.03981071705534971,1,0.42948710800010304
76,54,FarHighNarrow_null,0.2,0.15,0.1,0.07943282347242815,0,0.25935174799997185
76,55,FarLowNarrow,0.1,0.15,0.2,0.01995262314968879,0,0.3735250419995282
76,56,ThreeLinesControl_null,0.0,0.0,0.1,0.1,1,0.5395333239994216
76,57,FarLowWide,0.03,0.25,0.5,0.031622776601683784,1,0.4257411310009047
76,58,ThreeLinesControl,0.0,0.0,0.1,0.031622776601683784,1,0.32797553400087054
76,59,ThreeLinesControl,0.0,0.0,0.1,0.02511886431509579,1,0.446029324999472
76,60,ThreeLinesControl,0.0,0.0,0.1,0.01995262314968879,0,0.44428224900002533
76,61,FarHighWide,0.5,0.25,0.03,0.009999999999999995,0,0.6334599389992945
76,62,ThreeLinesControl_null,0.0,0.0,0.1,0.07943282347242815,0,0.48732167999878584
76,63,FarLowNarrow,0.1,0.15,0.2,0.025118864315095794,1,0.5178122630004509
